policy,entry,exit,pnl
DONCH100,2007-11-02,2007-12-06,12848.990177695365
DONCH100,2007-11-13,2007-12-06,4936.211896200384
DONCH100,2007-12-11,2007-12-26,10712.873065171869
DONCH100,2007-12-06,2008-01-11,-9014.026341635326
DONCH100,2007-12-12,2008-01-17,-20174.180583813664
DONCH100,2007-12-31,2008-02-05,-15010.881166489733
DONCH100,2008-01-24,2008-02-14,4367.94297284886
DONCH100,2008-02-27,2008-03-17,6222.121475609228
DONCH100,2008-03-11,2008-04-08,4921.700863692641
DONCH100,2008-03-18,2008-04-09,4488.416969772631
DONCH100,2008-04-10,2008-05-08,12187.98558197489
DONCH100,2008-04-11,2008-05-15,-2307.577886320457
DONCH100,2008-05-30,2008-06-11,-4520.302935734895
DONCH100,2008-06-18,2008-07-02,6677.379990641165
DONCH100,2008-06-04,2008-07-09,-21729.81218380232
DONCH100,2008-07-16,2008-08-06,4508.952565694193
DONCH100,2008-07-21,2008-08-21,6126.999075168583
DONCH100,2008-09-02,2008-10-06,-37086.49281967826
DONCH100,2008-09-19,2008-10-23,-10567.026507047032
DONCH100,2009-04-17,2009-05-18,10338.137483502951
DONCH100,2009-05-04,2009-05-22,2211.4504455881042
DONCH100,2009-05-22,2009-06-01,10929.20020497578
DONCH100,2009-06-01,2009-06-19,1549.5351823315389
DONCH100,2009-10-21,2009-11-10,6515.679921666666
DONCH100,2009-11-10,2009-11-25,8647.421261699123
DONCH100,2009-11-27,2009-12-14,10015.456075531527
DONCH100,2009-12-17,2010-01-04,10784.364221005566
DONCH100,2010-01-11,2010-01-28,-5907.516715803287
DONCH100,2010-01-21,2010-02-10,-12715.68321943748
DONCH100,2010-02-16,2010-03-22,7719.7280688793
DONCH100,2010-03-05,2010-04-09,8807.208764772178
DONCH100,2010-04-09,2010-05-06,-959.8475129975012
DONCH100,2010-05-10,2010-06-14,3375.2283765585894
DONCH100,2010-05-11,2010-06-15,5216.816871761698
DONCH100,2010-06-17,2010-07-01,6230.746011386572
DONCH100,2010-06-14,2010-07-08,4860.497301326881
DONCH100,2010-06-15,2010-07-13,4819.4081162465745
DONCH100,2010-07-08,2010-08-10,4531.451580109353
DONCH100,2010-08-10,2010-08-24,6466.2905345421195
DONCH100,2010-08-11,2010-09-03,11929.214481117102
DONCH100,2010-08-09,2010-09-13,12399.708607555043
DONCH100,2010-08-27,2010-10-01,-8933.371959012364
DONCH100,2010-09-15,2010-10-19,10699.415397417264
DONCH100,2010-09-17,2010-10-21,9566.033206291004
DONCH100,2010-11-29,2010-12-10,20741.90330721572
DONCH100,2010-12-07,2011-01-11,7541.674936093164
DONCH100,2011-01-11,2011-02-15,7941.730497042601
DONCH100,2011-02-15,2011-03-16,-2589.0851131079007
DONCH100,2011-03-07,2011-03-18,-11911.824346224852
DONCH100,2011-03-25,2011-04-29,6991.741176349613
DONCH100,2011-04-29,2011-06-03,-8266.211656609594
DONCH100,2011-06-06,2011-07-11,10676.94638907658
DONCH100,2011-07-01,2011-07-14,-1964.3213986565129
DONCH100,2011-07-21,2011-07-27,-2448.2692212666157
DONCH100,2011-07-11,2011-08-10,-40145.62970696146
DONCH100,2011-08-15,2011-09-15,4622.435840405553
DONCH100,2011-08-16,2011-09-15,4654.054383943202
DONCH100,2011-09-15,2011-10-12,4323.360396066504
DONCH100,2011-09-16,2011-10-13,4318.618616081739
DONCH100,2011-10-12,2011-11-15,4162.792534364646
DONCH100,2011-10-13,2011-11-16,3658.640868400473
DONCH100,2011-10-27,2011-11-16,-11034.379608258734
DONCH100,2011-11-15,2011-12-02,4225.763598490196
DONCH100,2011-11-16,2011-12-09,12441.97349201109
DONCH100,2011-12-02,2011-12-21,12134.389701364114
DONCH100,2011-12-22,2012-01-06,11556.994551219981
DONCH100,2011-12-28,2012-02-02,9886.831698786616
DONCH100,2011-12-29,2012-02-02,11351.34759024335
DONCH100,2012-02-10,2012-02-24,14565.726648826345
DONCH100,2012-02-02,2012-03-08,5847.793324927157
DONCH100,2012-03-06,2012-03-19,22574.237756654788
DONCH100,2012-03-08,2012-04-12,3118.457833038103
DONCH100,2012-04-12,2012-05-15,-5226.275071070156
DONCH100,2012-05-29,2012-06-20,12970.96510867697
DONCH100,2012-07-19,2012-07-24,-2670.2890154614215
DONCH100,2012-07-24,2012-08-27,9824.008972973696
DONCH100,2012-07-27,2012-08-30,2535.6836924048857
DONCH100,2012-08-30,2012-10-04,8090.484996355831
DONCH100,2012-10-04,2012-11-08,-9743.795423726084
DONCH100,2012-11-02,2012-11-28,12273.30076531909
DONCH100,2012-12-11,2012-12-28,-185.8413413628207
DONCH100,2012-12-19,2013-01-03,14847.166986767686
DONCH100,2012-12-04,2013-01-08,12443.017397159769
DONCH100,2013-01-08,2013-02-12,9195.111074212458
DONCH100,2013-02-12,2013-03-19,5252.744597923929
DONCH100,2013-03-19,2013-04-23,4421.224671356374
DONCH100,2013-04-23,2013-05-28,10324.521731394443
DONCH100,2013-05-28,2013-06-24,-7236.752614858375
DONCH100,2013-06-12,2013-07-05,14223.24315217985
DONCH100,2013-07-05,2013-08-08,8393.047802854766
DONCH100,2013-08-08,2013-09-12,-1424.2451229711176
DONCH100,2013-08-28,2013-10-02,7835.131441818099
DONCH100,2013-10-16,2013-11-19,8091.767131655572
DONCH100,2013-11-19,2013-12-24,5978.190581728768
DONCH100,2013-12-24,2014-01-30,-2405.0444638429785
DONCH100,2014-02-11,2014-03-18,6439.737633876411
DONCH100,2014-03-18,2014-04-11,-5121.795308441936
DONCH100,2014-04-07,2014-05-02,13125.770511479863
DONCH100,2014-05-02,2014-06-06,8509.009572862244
DONCH100,2014-06-06,2014-07-11,3173.589128028178
DONCH100,2014-07-11,2014-08-14,-1799.8206826267726
DONCH100,2014-08-14,2014-09-18,7077.04756227285
DONCH100,2014-09-18,2014-10-07,-5301.217423232075
DONCH100,2014-10-08,2014-11-11,10268.032828975034
DONCH100,2014-11-11,2014-12-16,-651.2685505236739
DONCH100,2014-12-24,2015-01-30,-4952.9964937083105
DONCH100,2015-01-14,2015-02-03,11887.374005511803
DONCH100,2015-02-13,2015-03-20,650.1525895362072
DONCH100,2015-03-26,2015-04-21,12536.307541431655
DONCH100,2015-03-20,2015-04-24,813.7863279204788
DONCH100,2015-04-24,2015-05-29,-599.9443893119316
DONCH100,2015-05-29,2015-06-29,-2425.9869008130822
DONCH100,2015-06-15,2015-07-13,12858.64242000208
DONCH100,2015-07-13,2015-08-10,14096.837273241374
DONCH100,2015-08-14,2015-08-24,-42822.44416697219
DONCH100,2015-08-26,2015-09-10,4660.18761835836
DONCH100,2015-08-27,2015-09-15,4535.519783928954
DONCH100,2015-09-10,2015-10-02,5294.56101481806
DONCH100,2015-09-16,2015-10-08,13799.327654105178
DONCH100,2015-09-23,2015-10-15,11187.04390952294
DONCH100,2015-10-08,2015-11-11,11999.103408840532
DONCH100,2015-10-30,2015-11-12,-11655.709210561154
DONCH100,2015-11-25,2015-12-09,-14849.111297983927
DONCH100,2015-12-18,2016-01-26,-678.389188151061
DONCH100,2016-01-29,2016-03-01,13744.39422087457
DONCH100,2016-02-16,2016-03-10,4603.373282142813
DONCH100,2016-02-17,2016-03-10,4573.406359385228
DONCH100,2016-03-28,2016-04-08,5982.637552101934
DONCH100,2016-03-16,2016-04-20,7769.37388639068
DONCH100,2016-04-20,2016-05-24,-2661.938560984311
DONCH100,2016-05-17,2016-05-31,16306.607693404343
DONCH100,2016-05-31,2016-07-05,-271.2744018034865
DONCH100,2016-07-05,2016-08-08,9065.445234727502
DONCH100,2016-08-08,2016-09-12,-621.4544812740891
DONCH100,2016-10-11,2016-10-24,10965.484778343423
DONCH100,2016-09-21,2016-10-25,-2430.575140526539
DONCH100,2016-10-25,2016-11-03,-691.7021229246855
DONCH100,2016-10-27,2016-11-09,12183.721527738926
DONCH100,2016-11-09,2016-12-14,8725.30912836377
DONCH100,2016-12-14,2017-01-20,1405.770311266175
DONCH100,2017-01-20,2017-02-24,9946.856498344769
DONCH100,2017-02-24,2017-03-30,-117.38866719429126
DONCH100,2017-03-30,2017-05-04,2023.5219454386045
DONCH100,2017-05-04,2017-06-08,5322.388288109826
DONCH100,2017-06-08,2017-07-13,1394.5067003134477
DONCH100,2017-07-13,2017-08-16,3291.7313709458
DONCH100,2017-08-16,2017-09-20,3954.208627096677
DONCH100,2017-09-20,2017-10-24,7348.625398004225
DONCH100,2017-10-24,2017-11-28,6052.516181493782
DONCH100,2017-11-28,2018-01-03,9075.989967300591
DONCH100,2018-01-03,2018-02-05,14557.676722990043
DONCH100,2018-02-07,2018-02-22,6228.309090273208
DONCH100,2018-02-08,2018-02-23,6343.4321178198215
DONCH100,2018-02-22,2018-03-16,12032.140692820649
DONCH100,2018-03-16,2018-04-20,3648.9862458377834
DONCH100,2018-04-20,2018-05-09,13273.225596346007
DONCH100,2018-05-29,2018-06-20,12712.217081344095
DONCH100,2018-06-22,2018-07-27,5391.457622142865
DONCH100,2018-07-27,2018-08-30,7010.931878307294
DONCH100,2018-08-30,2018-10-04,323.9723165498958
DONCH100,2018-10-04,2018-10-10,-2769.4693898676755
DONCH100,2018-10-18,2018-11-07,12181.33583724321
DONCH100,2018-11-07,2018-12-13,-13209.907802603902
DONCH100,2018-12-26,2019-01-10,5180.102480167163
DONCH100,2018-12-27,2019-01-11,5922.4152551516345
DONCH100,2019-01-10,2019-02-14,6197.753483059535
DONCH100,2019-03-06,2019-03-19,16612.700707586577
DONCH100,2019-02-15,2019-03-22,2689.881177679101
DONCH100,2019-03-26,2019-04-30,9231.806148254054
DONCH100,2019-04-30,2019-05-31,-10562.900588692959
DONCH100,2019-06-13,2019-06-26,6844.716534466707
DONCH100,2019-06-28,2019-07-12,18302.301769481182
DONCH100,2019-07-12,2019-08-05,-3549.7692801888916
DONCH100,2019-08-15,2019-09-16,11668.731437902037
DONCH100,2019-09-05,2019-09-18,12246.557068362215
DONCH100,2019-09-18,2019-10-02,-4065.405825637761
DONCH100,2019-10-11,2019-11-14,8571.07710754387
DONCH100,2019-11-14,2019-12-19,8099.505036112729
DONCH100,2019-12-19,2020-01-27,5200.783285582604
DONCH100,2020-02-06,2020-02-25,-4122.940868287818
DONCH100,2020-03-02,2020-04-03,-6721.301139477648
DONCH100,2020-03-04,2020-04-07,-4324.87196192342
DONCH100,2020-04-27,2020-05-11,4207.1552263135845
DONCH100,2020-04-28,2020-05-20,4443.6704305605235
DONCH100,2020-05-29,2020-06-05,10669.313274872073
DONCH100,2020-05-11,2020-06-15,179.67964327808875
DONCH100,2020-05-20,2020-06-24,2226.4183417502095
DONCH100,2020-06-05,2020-06-25,-10542.229507964088
DONCH100,2020-06-25,2020-07-06,9294.22982310695
DONCH100,2020-07-07,2020-07-20,11109.699499695967
DONCH100,2020-06-26,2020-07-24,11040.584925059897
DONCH100,2020-07-02,2020-08-06,8782.171969662024
DONCH100,2020-08-17,2020-08-27,10528.398699451149
DONCH100,2020-08-19,2020-09-23,-41.77440940516382
DONCH100,2020-08-20,2020-09-24,162.01572596092367
DONCH100,2020-11-06,2020-11-23,8847.625528277162
DONCH100,2020-11-05,2020-11-25,11522.061284659578
DONCH100,2020-11-09,2020-11-27,10790.432006240368
DONCH100,2020-11-23,2020-12-08,10587.463044700135
DONCH100,2020-12-09,2020-12-30,7608.59534940392
DONCH100,2020-12-30,2021-01-20,10648.568620793714
DONCH100,2021-01-04,2021-02-03,12090.406340878653
DONCH100,2021-01-25,2021-02-11,8967.716326203983
DONCH100,2021-02-18,2021-03-10,3665.6580960890224
DONCH100,2021-03-08,2021-03-22,11154.938836581656
DONCH100,2021-03-10,2021-03-26,10432.295181860056
DONCH100,2021-04-01,2021-05-06,8310.392208131656
DONCH100,2021-05-19,2021-06-03,10286.948802395009
DONCH100,2021-05-07,2021-06-11,512.689661622105
DONCH100,2021-06-11,2021-07-16,4822.049961847593
DONCH100,2021-07-21,2021-08-24,5593.212428953092
DONCH100,2021-08-18,2021-08-31,18951.71375692652
DONCH100,2021-08-24,2021-09-28,-2594.849553442214
DONCH100,2021-09-17,2021-09-30,-13505.461032661731
DONCH100,2021-09-28,2021-10-13,11119.094054688168
DONCH100,2021-09-29,2021-10-14,12140.343511088458
DONCH100,2021-10-14,2021-11-17,9870.216268549348
DONCH100,2021-11-22,2021-12-06,-13362.883186619143
DONCH100,2021-11-17,2021-12-22,1098.1134791891573
DONCH100,2021-12-10,2021-12-23,5770.555011033715
DONCH100,2021-12-20,2022-01-12,11609.219804128112
DONCH100,2021-12-23,2022-01-19,-4146.404926930892
DONCH100,2022-01-18,2022-02-09,10659.71755409161
DONCH100,2022-01-28,2022-02-16,4308.756662681636
DONCH100,2022-02-16,2022-03-18,5049.522084889259
DONCH100,2022-02-25,2022-03-18,4566.936322714782
DONCH100,2022-03-18,2022-04-04,4760.729259130485
DONCH100,2022-03-21,2022-04-13,4771.430517950544
DONCH100,2022-04-04,2022-05-09,-37688.4391577394
DONCH100,2022-04-06,2022-05-11,-26919.18200328827
DONCH100,2022-04-21,2022-05-25,-16802.64939463503
DONCH100,2022-05-13,2022-06-03,4414.376975437928
DONCH100,2022-08-01,2022-08-30,7001.1245866613635
DONCH100,2022-07-29,2022-09-01,972.8793544900784
DONCH100,2022-09-07,2022-09-22,6796.091530424303
DONCH100,2022-09-12,2022-10-14,-25088.855014309935
DONCH100,2022-12-06,2022-12-20,6625.447786014168
DONCH100,2022-11-28,2023-01-03,5999.368799758289
DONCH100,2022-12-08,2023-01-10,11062.682105898355
DONCH100,2022-12-28,2023-02-02,-24142.239458437383
DONCH100,2023-02-01,2023-03-08,-5317.948781345425
DONCH100,2023-02-21,2023-03-21,11107.56341491135
DONCH100,2023-02-22,2023-03-27,12520.868984224195
DONCH100,2023-04-13,2023-05-17,476.98218203539477
DONCH100,2023-05-17,2023-06-22,9972.324984082776
DONCH100,2023-06-22,2023-07-27,8291.180473301423
DONCH100,2023-07-27,2023-08-30,-1500.331892549923
DONCH100,2023-08-30,2023-09-22,-7243.308254618564
DONCH100,2023-10-04,2023-11-01,12547.505284106466
DONCH100,2023-11-03,2023-12-08,-1060.4996356028612
DONCH100,2023-12-08,2024-01-16,8433.394385781408
DONCH100,2024-01-16,2024-02-20,9258.050720232332
DONCH100,2024-02-13,2024-02-27,17805.883637899427
DONCH100,2024-02-27,2024-04-02,6182.230305799172
DONCH100,2024-04-02,2024-05-06,-1753.0120710319895
DONCH100,2024-05-06,2024-06-10,7855.807856838512
DONCH100,2024-06-10,2024-07-16,11311.73142215928
DONCH100,2024-07-16,2024-08-05,442.05702547891457
DONCH100,2024-08-06,2024-08-20,4791.287074557288
DONCH100,2024-08-07,2024-08-27,4603.828499264187
DONCH100,2024-08-01,2024-08-29,12913.502141183455
DONCH100,2024-11-08,2024-12-13,1841.0022347155934
DONCH100,2024-12-13,2025-01-22,1973.1269783410773
DONCH100,2025-01-21,2025-02-03,-7234.435943826364
DONCH100,2025-01-10,2025-02-12,12342.682114852849
DONCH100,2025-02-06,2025-02-20,6120.520704637537
DONCH100,2025-02-20,2025-03-05,-31266.15936322497
DONCH100,2025-03-17,2025-04-21,-22088.9279628301
DONCH100,2025-04-09,2025-04-24,4883.309239084326
DONCH100,2025-04-14,2025-04-29,4504.510039527016
DONCH100,2025-04-24,2025-05-29,4021.784745582383
DONCH100,2025-04-29,2025-06-03,3665.658873612599
DONCH100,2025-06-03,2025-06-16,6552.971856523121
DONCH100,2025-07-07,2025-07-18,10435.746604064294
DONCH100,2025-06-25,2025-07-30,8363.859795370257
DONCH100,2025-07-30,2025-09-03,3320.800656077996
DONCH100,2025-09-02,2025-09-15,17611.266166606823
DONCH100,2025-09-03,2025-10-07,8043.131813071119
DONCH100,2025-09-25,2025-10-08,14047.164671794346
DONCH100,2025-10-23,2025-11-05,6652.522278686835
DONCH100,2025-10-08,2025-11-11,3324.9222023115303
DONCH100,2025-11-17,2025-12-02,11682.232930601105
DONCH100,2025-11-26,2025-12-10,10744.672900505002
DONCH100,2025-12-18,2026-01-02,12919.999625160912
DONCH100,2025-12-02,2026-01-07,2638.026034131205
DONCH100,2026-01-14,2026-01-28,7746.825274244654
DONCH100,2026-01-07,2026-02-11,1669.4289175455544
DONCH100,2026-01-29,2026-02-11,-60.11609754546162
DONCH100,2026-02-12,2026-03-19,3462.3715182737237
DONCH100,2026-03-10,2026-04-08,6082.771518043519
DONCH100,2026-03-11,2026-04-08,5783.72923925978
DONCH100,2026-04-17,2026-04-30,9794.791461516932
DONCH100,2026-04-08,2026-05-12,-7994.041805759629
DONCH100,2026-04-30,2026-05-13,15294.019039089915
DONCH100,2026-05-14,2026-05-28,9703.128021627048
DONCH100,2026-05-22,2026-06-29,-381.1079047512431
DONCH100,2026-06-22,2026-07-06,10140.217640884703
DONCH100,2026-06-30,2026-07-10,1549.4709118039302
DONCH100,2026-07-08,2026-07-10,9366.571880739453
