entry_date,exit_date,strategy,strategy_key,type,entry_spx,exit_spx,entry_vix,exit_vix,entry_vix3m,backwardation,ivr,ivp,iv_signal,ivp63,ivp252,regime,trend,trend_gap_pct,hv_spell_age,bearish_streak,starting_dte,dte_at_entry,dte_at_exit,hold_days_dte,hold_days_calendar,legs,net_option_px_enter,net_option_px_exit,option_premium_enter_usd,option_premium_exit_usd,entry_reason,exit_reason,exit_pnl_usd,contracts,total_bp,bp_pct_account,open_at_end,short_call_delta,long_call_delta,short_put_delta,long_put_delta,short_call_dte,long_call_dte,short_put_dte,long_put_dte,short_call_strike,long_call_strike,short_put_strike,long_put_strike
2025-11-17,2025-12-02,Iron Condor (High Vol),iron_condor_hv,Credit — Iron Condor (Reduced Size),6672.41,6829.37,22.38,16.59,23.18,False,24.3,85.7,HIGH,98.4,85.7,HIGH_VOL,NEUTRAL,-0.53,0,0,45,45,35,10,15,SELL CALL δ0.16 45DTE | BUY CALL δ0.08 45DTE | SELL PUT δ0.16 45DTE | BUY PUT δ0.08 45DTE,-60.673,-21.896,6067.3,2189.6,HIGH_VOL + NEUTRAL + VIX stable — inflated premium on both sides; symmetric IC captures vol risk premium without directional bet,50pct_profit,1752.33,0.4519,10500.0,7.0,False,0.16,0.08,0.16,0.08,45,45,45,45,7422.0,7715.0,6151.0,5917.0
2025-11-26,2025-12-10,Bull Put Spread,bull_put_spread,Credit — Bull Put Spread,6812.61,6886.68,17.19,15.77,20.02,False,11.2,48.6,NEUTRAL,54.8,48.6,NORMAL,BULLISH,1.37,0,0,30,30,21,9,14,SELL PUT δ0.30 30DTE | BUY PUT δ0.15 30DTE,-46.9641,-25.3254,4696.41,2532.54,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,roll_21dte,2148.93,0.9931,15000.0,10.0,False,,,0.3,0.15,,,30,30,,,6651.0,6453.0
2025-12-11,2025-12-17,Bull Call Diagonal,bull_call_diagonal,Debit — Diagonal Spread,6901.0,6721.43,14.85,17.62,19.05,False,3.3,6.8,LOW,0.0,6.8,LOW_VOL,BULLISH,2.09,0,0,45,45,41,4,6,BUY CALL δ0.70 90DTE | SELL CALL δ0.30 45DTE,331.2642,277.3263,33126.42,27732.63,LOW_VOL + BULLISH — theta is cheap; use 45 DTE short leg to widen collection window,trend_flip,-2442.31,0.4528,15000.0,10.0,False,0.3,0.7,,,45,90,,,7204.0,6719.0,,
2025-12-19,2026-01-20,Bull Call Diagonal,bull_call_diagonal,Debit — Diagonal Spread,6834.5,6796.86,14.91,20.09,18.25,False,1.8,6.0,LOW,1.6,6.0,LOW_VOL,BULLISH,0.99,0,0,45,45,26,19,32,BUY CALL δ0.70 90DTE | SELL CALL δ0.30 45DTE,328.604,345.5943,32860.4,34559.43,LOW_VOL + BULLISH — theta is cheap; use 45 DTE short leg to widen collection window,trend_flip,775.61,0.4565,15000.0,10.0,False,0.3,0.7,,,45,90,,,7135.0,6654.0,,
2025-12-18,2026-01-21,Iron Condor,iron_condor,Credit — Iron Condor,6774.76,6875.62,16.87,16.9,19.59,False,7.0,43.8,NEUTRAL,43.5,43.8,NORMAL,NEUTRAL,0.14,0,0,45,45,24,21,34,SELL CALL δ0.16 45DTE | BUY CALL δ0.08 45DTE | SELL PUT δ0.16 45DTE | BUY PUT δ0.08 45DTE,-46.4599,-22.2673,4645.99,2226.73,NORMAL + IV NEUTRAL + NEUTRAL — no directional edge: Iron Condor is the default,50pct_profit,2103.31,0.8694,15000.0,10.0,False,0.16,0.08,0.16,0.08,45,45,45,45,7350.0,7569.0,6378.0,6193.0
2026-01-14,2026-01-28,Bull Put Spread,bull_put_spread,Credit — Bull Put Spread,6926.6,6978.03,16.75,16.35,19.37,False,8.4,45.4,NEUTRAL,48.4,45.4,NORMAL,BULLISH,1.5,0,0,30,30,21,9,14,SELL PUT δ0.30 30DTE | BUY PUT δ0.15 30DTE,-46.7319,-31.2103,4673.19,3121.03,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,roll_21dte,1549.37,0.9982,15000.0,10.0,False,,,0.3,0.15,,,30,30,,,6768.0,6571.0
2026-01-29,2026-02-11,Bull Put Spread,bull_put_spread,Credit — Bull Put Spread,6969.01,6941.47,16.88,17.65,19.67,False,8.8,47.8,NEUTRAL,58.1,47.8,NORMAL,BULLISH,1.7,0,0,30,30,21,9,13,SELL PUT δ0.30 30DTE | BUY PUT δ0.15 30DTE,-47.1257,-47.2474,4712.57,4724.74,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,roll_21dte,-12.02,0.9877,15000.0,10.0,False,,,0.3,0.15,,,30,30,,,6807.0,6608.0
2026-02-12,2026-03-19,Iron Condor,iron_condor,Credit — Iron Condor,6832.76,6606.49,20.82,24.06,22.17,False,18.9,78.5,HIGH,90.3,78.5,NORMAL,BEARISH,-0.9,0,1,45,45,21,24,35,SELL CALL δ0.16 45DTE | BUY CALL δ0.08 45DTE | SELL PUT δ0.16 45DTE | BUY PUT δ0.08 45DTE,-57.3914,-47.4378,5739.14,4743.78,NORMAL + IV HIGH + BEARISH + VIX stable — MA50 lag means downtrend confirmed; IC collects from both sides without directional bet,roll_21dte,692.47,0.6957,15000.0,10.0,False,0.16,0.08,0.16,0.08,45,45,45,45,7547.0,7820.0,6336.0,6112.0
2026-03-09,2026-04-01,Iron Condor (High Vol),iron_condor_hv,Credit — Iron Condor (Reduced Size),6795.99,6575.32,25.5,24.54,25.34,False,31.0,92.4,HIGH,98.4,92.4,HIGH_VOL,BEARISH,-1.51,4,3,45,45,28,17,23,SELL CALL δ0.12 45DTE | BUY CALL δ0.04 45DTE | SELL PUT δ0.12 45DTE | BUY PUT δ0.08 45DTE,-48.3132,-23.1235,4831.32,2312.35,"HIGH_VOL + BEARISH + IV HIGH + aftermath (VIX peak=29.5 → now=25.5, -13.5% off peak) — bypass VIX_RISING / ivp63 gates per SPEC-064",50pct_profit,580.37,0.2304,10500.0,7.0,False,0.12,0.04,0.12,0.08,45,45,45,45,7818.0,8322.0,6073.0,5920.0
2026-03-10,2026-04-02,Iron Condor (High Vol),iron_condor_hv,Credit — Iron Condor (Reduced Size),6781.48,6582.69,24.93,23.87,25.51,False,29.5,91.2,HIGH,96.8,91.2,HIGH_VOL,BEARISH,-1.68,5,4,45,45,28,17,23,SELL CALL δ0.12 45DTE | BUY CALL δ0.04 45DTE | SELL PUT δ0.12 45DTE | BUY PUT δ0.08 45DTE,-46.237,-21.0769,4623.7,2107.69,"HIGH_VOL + BEARISH + IV HIGH + aftermath (VIX peak=29.5 → now=24.9, -15.5% off peak) — bypass VIX_RISING / ivp63 gates per SPEC-064",50pct_profit,603.59,0.2399,10500.0,7.0,False,0.12,0.04,0.12,0.08,45,45,45,45,7781.0,8265.0,6073.0,5927.0
2026-04-08,2026-04-29,Iron Condor,iron_condor,Credit — Iron Condor,6782.81,7135.95,21.04,18.81,22.68,False,19.5,76.1,HIGH,56.5,76.1,NORMAL,NEUTRAL,0.21,0,0,45,45,30,15,21,SELL CALL δ0.16 45DTE | BUY CALL δ0.08 45DTE | SELL PUT δ0.16 45DTE | BUY PUT δ0.08 45DTE,-57.5763,-47.7405,5757.63,4774.05,NORMAL + IV HIGH + NEUTRAL — rich premium + no directional edge: Iron Condor,open_at_end,669.33,0.6805,15000.0,10.0,True,0.16,0.08,0.16,0.08,45,45,45,45,7498.0,7776.0,6283.0,6061.0
2026-04-17,2026-04-29,Bull Put Spread,bull_put_spread,Credit — Bull Put Spread,7126.06,7135.95,17.48,18.81,20.51,False,19.7,51.4,NEUTRAL,17.7,51.4,NORMAL,BULLISH,5.27,0,0,30,30,22,8,12,SELL PUT δ0.30 30DTE | BUY PUT δ0.15 30DTE,-50.1075,-46.1571,5010.75,4615.71,NORMAL + IV NEUTRAL + BULLISH — uptrend with moderate premium: Bull Put Spread,open_at_end,368.3,0.9323,15000.0,10.0,True,,,0.3,0.15,,,30,30,,,6954.0,6743.0
